dataset,dataset_type,variable,variable_label,package,fn,fn_url,resource1_text,resource1_url
ADPC,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM,Derive datetime from a date character vector,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTF,Derive date imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATMF,Derive time imputation flag,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADT,Derive date from datetimes,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ATM,Derive time from datetimes,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDTM,Derive analysis start date,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM,Derive analysis end date,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASTDT,Derive start date from datetimes,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENTM,Derive analysis start time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM_next,Derive next analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_next,Derive next dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AVISIT_next,Derive next analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM_next,Derive next analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ADTM_prev,Derive previous analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AENDTM_prev,Derive previous analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,NFRLT_next,Derive next nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AFRLT,Derive actual relative time from first dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ARRLT,Derive actual relative time from reference dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,AXRLT,Derive actual relative time from next dose,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLDT,Derive first dose date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,FANLTM,Derive first dose time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTDT,Derive reference dose date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,PCRFTTM,Derive reference dose time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,BASE,Derive BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBL,Derive baseline height,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,HTBLU,Derive baseline height unit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBL,Derive baseline weight,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPC,OCCDS,WTBLU,Derive baseline weight unit,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpc.R
ADPP,OCCDS,ADT,Derive analysis date ,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPP,OCCDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adpp.R
ADPPK,OCCDS,TRTSDT,Derive treatment start date ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRTSDTM,Derive treatment start datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01A,Derive actual treatment for period 1 ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM,Derive datetime from a date character vector,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTTM,Derive analysis start time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENTM,Derive analysis end time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADT,Derive analysis date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ATM,Derive analysis time,admiral,derive_vars_dtm_to_tm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_tm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDTM,Derive analysis start datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM,Derive analysis end datetime,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASTDT,Derive start dates from date/times,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDT,Derive end dates from date/times,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_first,Derive first dose per treatment,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,FANLDTM,Derive first dose datetime,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ADTM_prev,Derive previous analysis datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,EXDOSE_prev,Derive previous dose taken,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AVISIT_prev,Derive previous analysis visit,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AENDTM_prev,Derive previous analysis end datetime,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,NFRLT_prev,Derive previous nominal time,admiral,derive_vars_joined,https://pharmaverse.github.io/admiral/reference/derive_vars_joined.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,AFRLT,Derive actual relative time from first dose,admiral ,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,APRLT,Derive actual relative time from reference dose ,admiral ,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADPPK,OCCDS,WTBL,Derive baseline weight,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adppk.R
ADSL,ADSL,EXENDTM,Derive end time of exposure to last,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EXSTDTM,Derive start time of exposure to first,admiral,derive_vars_dtm,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDTM,Derive treatment start time ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSTMF,Derive treatment start time imputation flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDTM,Derive treatment end time ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTETMF,Derive treatment end time imputation flag,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTEDT,Derive treatment end date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTSDT,Derive treatment start date,admiral,derive_vars_dtm_to_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dtm_to_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,TRTDURD,Derive treatment duration,admiral,derive_var_trtdurd,https://pharmaverse.github.io/admiral/reference/derive_var_trtdurd.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DSSTDT,Derive disposition dates,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SCRFDT,Derive screen fail date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSDT,Derive end of study date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,EOSSTT,Derive end of study status,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,FRVDT,Derive last retrieval date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,RANDDT,Derive randomization date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHDT,Derive death date,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,DTHADY,Derive relative day of death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LDDTHELD,Derive elapsed days from last dose to death,admiral,derive_vars_duration,https://pharmaverse.github.io/admiral/reference/derive_vars_duration.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,LSTALVDT,Derive the last date known alive ,admiral,derive_var_extreme_dt,https://pharmaverse.github.io/admiral/reference/derive_var_extreme_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADSL,ADSL,SAFFL,Derives population flag,admiral,derive_var_merged_exist_flag,https://pharmaverse.github.io/admiral/reference/derive_var_merged_exist_flag.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_adsl.R
ADVS,BDS,TRTSDT,Derive treatment start date ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRTEDT,Derive treatment end date,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01A,Derive actual treatment for period 1 ,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,TRT01P,Derive planned treatment for period 1,admiral,derive_vars_merged,https://pharmaverse.github.io/admiral/reference/derive_vars_merged.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADT,Derive analysis date ,admiral,derive_vars_dt,https://pharmaverse.github.io/admiral/reference/derive_vars_dt.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ADY,Derive analysis relative day,admiral,derive_vars_dy,https://pharmaverse.github.io/admiral/reference/derive_vars_dy.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD,Derive a list of parameter codes ,admiral,derive_vars_merged_lookup,https://pharmaverse.github.io/admiral/reference/derive_vars_merged_lookup.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD:BSA,Derive body surface area,admiral,derive_param_bsa,https://pharmaverse.github.io/admiral/reference/derive_param_bsa.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD:MAP,Derive mean arterial pressure,admiral,derive_param_map,https://pharmaverse.github.io/admiral/reference/derive_param_map.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PARAMCD:BMI,Derive body mass index (kg/m^2),admiral,derive_param_bmi,https://pharmaverse.github.io/admiral/reference/derive_param_bmi.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,DTYPE:AVERAGE,Derive a new record as a summary record (e.g. mean of the triplicates at each time point),admiral,derive_summary_records,https://pharmaverse.github.io/admiral/reference/derive_summary_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ONTRTFL,Derive on-treatment flag,admiral,derive_var_ontrtfl,https://pharmaverse.github.io/admiral/reference/derive_var_ontrtfl.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANRIND,Derive reference range indicator,admiral,derive_var_anrind,https://pharmaverse.github.io/admiral/reference/derive_var_anrind.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASETYPE,Derive base types which is baseline that characterizes the value of BASE on that row,admiral,derive_basetype_records,https://pharmaverse.github.io/admiral/reference/derive_basetype_records.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ABLFL,Derive analysis baseline flag,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASE,Calculate BASE,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BASEC,Calculate BASEC,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,BNRIND,Calculate BNRIND,admiral,derive_var_base,https://pharmaverse.github.io/admiral/reference/derive_var_base.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,CHG,Derive change from baseline,admiral,derive_var_chg,https://pharmaverse.github.io/admiral/reference/derive_var_chg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,PCHG,Derive percent change from baseline,admiral,derive_var_pchg,https://pharmaverse.github.io/admiral/reference/derive_var_pchg.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,BDS,ANL01FL,Flag last result within an analysis visit and analysis timepoint for post-baseline records,admiral,restrict_derivation,https://pharmaverse.github.io/admiral/reference/restrict_derivation.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
ADVS,OCCDS,ASEQ,Derive sequential number for observations within each by group,admiral,derive_var_obs_number,https://pharmaverse.github.io/admiral/reference/derive_var_obs_number.html,Template Example,https://github.com/pharmaverse/admiral/blob/main/inst/templates/ad_advs.R
